135,369,135,523,336,523,336,369
661,407,661,497,757,497,757,407
1178,318,1178,508,1361,508,1361,318
1808,423,1808,473,1861,473,1861,423
2300,377,2300,545,2454,545,2454,377
2837,463,2837,550,2952,550,2952,463
179,962,179,1100,315,1100,315,962
645,913,645,1076,853,1076,853,913
1282,962,1282,1006,1332,1006,1332,962
1747,984,1747,1072,1881,1072,1881,984
2249,925,2249,1106,2425,1106,2425,925
2817,1026,2817,1069,2870,1069,2870,1026
203,1422,203,1551,297,1551,297,1422
670,1465,670,1590,755,1590,755,1465
1173,1468,1173,1647,1277,1647,1277,1468
1754,1487,1754,1529,1800,1529,1800,1487
2293,1529,2293,1615,2421,1615,2421,1529
2786,1422,2786,1595,2914,1595,2914,1422
233,2008,233,2050,291,2050,291,2008
646,1916,646,2073,821,2073,821,1916
1184,2000,1184,2097,1309,2097,1309,2000
1715,1998,1715,2115,1839,2115,1839,1998
2215,1956,2215,2095,2388,2095,2388,1956
2762,2012,2762,2099,2879,2099,2879,2012
