71,297,71,684,449,684,449,297
662,388,662,590,851,590,851,388
1066,268,1066,660,1472,660,1472,268
1769,445,1769,519,1861,519,1861,445
2129,349,2129,724,2595,724,2595,349
2785,417,2785,600,2989,600,2989,417
41,928,41,1263,444,1263,444,928
561,801,561,1171,953,1171,953,801
1256,971,1256,1044,1332,1044,1332,971
1628,932,1628,1148,1929,1148,1929,932
2110,848,2110,1231,2513,1231,2513,848
2773,1054,2773,1118,2852,1118,2852,1054
99,1380,99,1601,361,1601,361,1380
572,1430,572,1683,825,1683,825,1430
984,1436,984,1740,1373,1740,1373,1436
1718,1483,1718,1542,1790,1542,1790,1483
2205,1468,2205,1730,2495,1730,2495,1468
2594,1322,2594,1777,3017,1777,3017,1322
224,2004,224,2072,297,2072,297,2004
513,1786,513,2315,947,2315,947,1786
1132,1968,1132,2202,1387,2202,1387,1968
1614,1932,1614,2227,1881,2227,1881,1932
2040,1840,2040,2238,2508,2238,2508,1840
2690,1956,2690,2204,2887,2204,2887,1956
