216,415,216,516,347,516,347,415
730,457,730,526,788,526,788,457
1232,374,1232,513,1330,513,1330,374
1802,448,1802,488,1839,488,1839,448
2300,407,2300,543,2397,543,2397,407
2798,493,2798,563,2858,563,2858,493
206,943,206,1046,296,1046,296,943
711,935,711,1044,849,1044,849,935
1287,962,1287,1005,1328,1005,1328,962
1758,991,1758,1054,1843,1054,1843,991
2270,960,2270,1049,2385,1049,2385,960
2777,1029,2777,1071,2807,1071,2807,1029
252,1446,252,1517,330,1517,330,1446
705,1470,705,1543,767,1543,767,1470
1184,1455,1184,1579,1271,1579,1271,1455
1748,1473,1748,1511,1772,1511,1772,1473
2284,1520,2284,1585,2359,1585,2359,1520
2745,1467,2745,1597,2833,1597,2833,1467
281,1972,281,2012,311,2012,311,1972
664,1938,664,2027,804,2027,804,1938
1221,1974,1221,2041,1294,2041,1294,1974
1708,1978,1708,2051,1795,2051,1795,1978
2201,1978,2201,2073,2325,2073,2325,1978
2724,1988,2724,2056,2789,2056,2789,1988
