70,301,70,663,444,663,444,301
687,396,687,576,851,576,851,396
1094,300,1094,653,1451,653,1451,300
1777,447,1777,516,1862,516,1862,447
2146,377,2146,717,2568,717,2568,377
2813,421,2813,597,2983,597,2983,421
67,921,67,1243,445,1243,445,921
572,805,572,1169,945,1169,945,805
1260,974,1260,1040,1332,1040,1332,974
1646,954,1646,1137,1931,1137,1931,954
2118,852,2118,1208,2537,1208,2537,852
2778,1054,2778,1115,2849,1115,2849,1054
111,1377,111,1578,347,1578,347,1377
574,1435,574,1671,825,1671,825,1435
993,1436,993,1715,1379,1715,1379,1436
1725,1480,1725,1539,1786,1539,1786,1480
2231,1458,2231,1722,2475,1722,2475,1458
2632,1331,2632,1690,3029,1690,3029,1331
226,2006,226,2067,298,2067,298,2006
530,1813,530,2273,901,2273,901,1813
1143,1975,1143,2203,1386,2203,1386,1975
1620,1940,1620,2219,1874,2219,1874,1940
2109,1839,2109,2178,2526,2178,2526,1839
2708,1969,2708,2184,2882,2184,2882,1969
