150,374,150,506,333,506,333,374
674,409,674,487,749,487,749,409
1196,332,1196,485,1329,485,1329,332
1811,425,1811,471,1860,471,1860,425
2321,392,2321,543,2436,543,2436,392
2849,465,2849,547,2944,547,2944,465
154,935,154,1067,265,1067,265,935
674,928,674,1061,851,1061,851,928
1286,962,1286,1005,1331,1005,1331,962
1751,986,1751,1057,1867,1057,1867,986
2252,950,2252,1072,2423,1072,2423,950
2821,1026,2821,1069,2867,1069,2867,1026
207,1429,207,1530,291,1530,291,1429
681,1474,681,1582,753,1582,753,1474
1177,1494,1177,1636,1271,1636,1271,1494
1759,1488,1759,1529,1795,1529,1795,1488
2312,1529,2312,1607,2412,1607,2412,1529
2797,1424,2797,1568,2914,1568,2914,1424
238,2008,238,2048,288,2048,288,2008
692,1916,692,2045,821,2045,821,1916
1196,1999,1196,2090,1299,2090,1299,1999
1721,2000,1721,2105,1823,2105,1823,2000
2211,1962,2211,2087,2360,2087,2360,1962
2766,2014,2766,2095,2869,2095,2869,2014
