101,331,101,569,339,569,339,331
636,392,636,505,780,505,780,392
1152,310,1152,541,1404,541,1404,310
1802,418,1802,477,1865,477,1865,418
2253,360,2253,605,2501,605,2501,360
2836,415,2836,552,2954,552,2954,415
137,952,137,1122,316,1122,316,952
603,841,603,1133,867,1133,867,841
1280,960,1280,1012,1335,1012,1335,960
1750,945,1750,1111,1895,1111,1895,945
2236,877,2236,1128,2474,1128,2474,877
2810,1026,2810,1075,2871,1075,2871,1026
170,1402,170,1567,297,1567,297,1402
628,1457,628,1613,789,1613,789,1457
1126,1444,1126,1655,1319,1655,1319,1444
1752,1483,1752,1525,1805,1525,1805,1483
2277,1490,2277,1637,2437,1637,2437,1490
2729,1420,2729,1612,2950,1612,2950,1420
244,2016,244,2063,302,2063,302,2016
629,1878,629,2119,877,2119,877,1878
1188,2009,1188,2129,1349,2129,1349,2009
1688,1989,1688,2118,1877,2118,1877,1989
2196,1910,2196,2131,2427,2131,2427,1910
2758,1980,2758,2113,2907,2113,2907,1980
