70,298,70,678,447,678,447,298
648,388,648,587,851,587,851,388
1074,286,1074,657,1468,657,1468,286
1773,447,1773,517,1861,517,1861,447
2144,356,2144,712,2593,712,2593,356
2762,413,2762,615,2990,615,2990,413
46,934,46,1258,425,1258,425,934
566,803,566,1170,949,1170,949,803
1257,973,1257,1043,1331,1043,1331,973
1635,947,1635,1137,1937,1137,1937,947
2116,879,2116,1223,2510,1223,2510,879
2775,1054,2775,1118,2851,1118,2851,1054
102,1372,102,1604,379,1604,379,1372
572,1429,572,1673,824,1673,824,1429
987,1437,987,1719,1381,1719,1381,1437
1723,1479,1723,1541,1784,1541,1784,1479
2224,1465,2224,1730,2489,1730,2489,1465
2624,1336,2624,1743,3031,1743,3031,1336
224,2006,224,2069,297,2069,297,2006
520,1809,520,2297,904,2297,904,1809
1124,1926,1124,2208,1393,2208,1393,1926
1615,1935,1615,2224,1877,2224,1877,1935
2090,1842,2090,2211,2521,2211,2521,1842
2679,1945,2679,2197,2882,2197,2882,1945
