107,264,107,687,475,687,475,264
616,350,616,577,885,577,885,350
1064,240,1064,674,1520,674,1520,240
1754,458,1754,541,1857,541,1857,458
2098,216,2098,730,2594,730,2594,216
2683,424,2683,654,2934,654,2934,424
99,791,99,1243,513,1243,513,791
602,775,602,1167,981,1167,981,775
1258,942,1258,1039,1356,1039,1356,942
1609,862,1609,1163,1934,1163,1934,862
2021,781,2021,1289,2491,1289,2491,781
2714,1040,2714,1119,2802,1119,2802,1040
150,1311,150,1563,433,1563,433,1311
599,1369,599,1651,878,1651,878,1369
1028,1331,1028,1716,1440,1716,1440,1331
1706,1444,1706,1520,1789,1520,1789,1444
2104,1379,2104,1696,2476,1696,2476,1379
2464,1287,2464,1792,2978,1792,2978,1287
262,1932,262,2012,347,2012,347,1932
508,1684,508,2249,1039,2249,1039,1684
1064,1794,1064,2134,1414,2134,1414,1794
1564,1851,1564,2163,1910,2163,1910,1851
1961,1791,1961,2303,2453,2303,2453,1791
2572,1885,2572,2187,2869,2187,2869,1885
