57,298,57,699,440,699,440,298
629,356,629,553,863,553,863,356
1037,253,1037,674,1492,674,1492,253
1748,458,1748,535,1843,535,1843,458
2094,321,2094,735,2601,735,2601,321
2757,412,2757,613,2987,613,2987,412
23,923,23,1278,443,1278,443,923
548,798,548,1202,943,1202,943,798
1240,972,1240,1056,1321,1056,1321,972
1604,907,1604,1166,1928,1166,1928,907
2093,832,2093,1247,2505,1247,2505,832
2757,1058,2757,1125,2842,1125,2842,1058
83,1366,83,1611,389,1611,389,1366
561,1435,561,1705,814,1705,814,1435
984,1408,984,1763,1370,1763,1370,1408
1704,1488,1704,1555,1784,1555,1784,1488
2181,1462,2181,1736,2495,1736,2495,1462
2553,1324,2553,1811,3004,1811,3004,1324
209,2017,209,2089,287,2089,287,2017
500,1761,500,2327,998,2327,998,1761
1114,1938,1114,2221,1391,2221,1391,1938
1581,1938,1581,2225,1902,2225,1902,1938
2007,1839,2007,2249,2488,2249,2488,1839
2665,1936,2665,2227,2887,2227,2887,1936
