202,403,202,522,359,522,359,403
724,455,724,533,800,533,800,455
1231,366,1231,523,1346,523,1346,366
1804,452,1804,492,1844,492,1844,452
2294,399,2294,552,2399,552,2399,399
2798,491,2798,569,2880,569,2880,491
202,936,202,1055,299,1055,299,936
699,935,699,1056,852,1056,852,935
1288,966,1288,1009,1331,1009,1331,966
1762,994,1762,1062,1845,1062,1845,994
2252,948,2252,1060,2393,1060,2393,948
2772,1032,2772,1075,2815,1075,2815,1032
250,1438,250,1531,337,1531,337,1438
704,1466,704,1555,771,1555,771,1466
1184,1450,1184,1585,1273,1585,1273,1450
1746,1476,1746,1516,1777,1516,1777,1476
2286,1521,2286,1587,2369,1587,2369,1521
2742,1466,2742,1603,2836,1603,2836,1466
275,1976,275,2015,319,2015,319,1976
650,1928,650,2033,805,2033,805,1928
1217,1970,1217,2053,1298,2053,1298,1970
1710,1971,1710,2055,1796,2055,1796,1971
2182,1930,2182,2029,2314,2029,2314,1930
2719,1987,2719,2064,2804,2064,2804,1987
