70,303,70,662,439,662,439,303
676,400,676,576,855,576,855,400
1100,301,1100,648,1441,648,1441,301
1782,447,1782,514,1860,514,1860,447
2168,382,2168,711,2541,711,2541,382
2802,421,2802,617,2980,617,2980,421
94,917,94,1211,445,1211,445,917
581,811,581,1169,941,1169,941,811
1261,976,1261,1039,1331,1039,1331,976
1655,953,1655,1139,1930,1139,1930,953
2121,855,2121,1207,2534,1207,2534,855
2779,1056,2779,1114,2847,1114,2847,1056
112,1376,112,1589,361,1589,361,1376
576,1434,576,1670,822,1670,822,1434
1002,1437,1002,1690,1380,1690,1380,1437
1726,1480,1726,1538,1786,1538,1786,1480
2232,1460,2232,1718,2466,1718,2466,1460
2636,1370,2636,1673,3020,1673,3020,1370
226,2007,226,2067,297,2067,297,2007
540,1826,540,2233,881,2233,881,1826
1129,1953,1129,2202,1383,2202,1383,1953
1622,1945,1622,2210,1867,2210,1867,1945
2123,1842,2123,2180,2517,2180,2517,1842
2696,1962,2696,2171,2880,2171,2880,1962
