50,275,50,707,447,707,447,275
604,344,604,600,859,600,859,344
1029,239,1029,675,1505,675,1505,239
1748,456,1748,536,1852,536,1852,456
2103,259,2103,733,2625,733,2625,259
2723,411,2723,639,2982,639,2982,411
22,849,22,1286,453,1286,453,849
551,798,551,1203,945,1203,945,798
1234,966,1234,1061,1329,1061,1329,966
1603,884,1603,1191,1925,1191,1925,884
2084,798,2084,1281,2523,1281,2523,798
2756,1057,2756,1133,2847,1133,2847,1057
85,1363,85,1623,396,1623,396,1363
560,1427,560,1714,826,1714,826,1427
996,1385,996,1773,1413,1773,1413,1385
1703,1486,1703,1557,1793,1557,1793,1486
2133,1447,2133,1741,2508,1741,2508,1447
2512,1314,2512,1830,3051,1830,3051,1314
208,2016,208,2093,290,2093,290,2016
495,1747,495,2330,1013,2330,1013,1747
1067,1869,1067,2215,1405,2215,1405,1869
1574,1922,1574,2232,1925,2232,1925,1922
1985,1838,1985,2330,2497,2330,2497,1838
2606,1931,2606,2244,2913,2244,2913,1931
