150,373,150,506,330,506,330,373
674,411,674,485,749,485,749,411
1188,327,1188,477,1332,477,1332,327
1811,426,1811,471,1860,471,1860,426
2309,390,2309,547,2439,547,2439,390
2853,465,2853,549,2945,549,2945,465
159,939,159,1078,266,1078,266,939
663,929,663,1064,847,1064,847,929
1285,962,1285,1006,1331,1006,1331,962
1759,987,1759,1065,1861,1065,1861,987
2253,946,2253,1079,2430,1079,2430,946
2820,1026,2820,1070,2867,1070,2867,1026
207,1428,207,1523,294,1523,294,1428
681,1482,681,1580,754,1580,754,1482
1178,1490,1178,1639,1272,1639,1272,1490
1759,1487,1759,1529,1796,1529,1796,1487
2319,1528,2319,1607,2410,1607,2410,1528
2793,1423,2793,1569,2913,1569,2913,1423
238,2008,238,2048,290,2048,290,2008
678,1916,678,2055,821,2055,821,1916
1198,2002,1198,2089,1294,2089,1294,2002
1722,2006,1722,2100,1828,2100,1828,2006
2219,1955,2219,2068,2368,2068,2368,1955
2771,2013,2771,2094,2870,2094,2870,2013
