142,371,142,513,335,513,335,371
668,415,668,498,753,498,753,415
1180,321,1180,494,1353,494,1353,321
1808,424,1808,473,1859,473,1859,424
2303,385,2303,549,2447,549,2447,385
2848,464,2848,550,2947,550,2947,464
192,978,192,1103,302,1103,302,978
648,924,648,1075,854,1075,854,924
1284,962,1284,1006,1330,1006,1330,962
1755,986,1755,1069,1869,1069,1869,986
2250,924,2250,1092,2431,1092,2431,924
2817,1026,2817,1070,2869,1070,2869,1026
204,1430,204,1543,297,1543,297,1430
675,1474,675,1585,753,1585,753,1474
1166,1477,1166,1646,1277,1646,1277,1477
1755,1487,1755,1529,1799,1529,1799,1487
2306,1529,2306,1610,2416,1610,2416,1529
2771,1422,2771,1580,2910,1580,2910,1422
235,2008,235,2049,290,2049,290,2008
655,1916,655,2068,821,2068,821,1916
1192,2001,1192,2091,1301,2091,1301,2001
1720,2004,1720,2105,1835,2105,1835,2004
2218,1953,2218,2087,2383,2087,2383,1953
2770,2012,2770,2095,2873,2095,2873,2012
