202,419,202,521,353,521,353,419
727,457,727,531,797,531,797,457
1235,370,1235,519,1333,519,1333,370
1804,452,1804,491,1842,491,1842,452
2298,408,2298,540,2392,540,2392,408
2804,492,2804,567,2876,567,2876,492
200,948,200,1052,301,1052,301,948
712,937,712,1054,855,1054,855,937
1289,966,1289,1009,1331,1009,1331,966
1763,995,1763,1059,1845,1059,1845,995
2259,964,2259,1057,2390,1057,2390,964
2777,1034,2777,1075,2812,1075,2812,1034
252,1439,252,1530,335,1530,335,1439
706,1473,706,1551,770,1551,770,1473
1184,1459,1184,1577,1272,1577,1272,1459
1749,1477,1749,1516,1775,1516,1775,1477
2288,1524,2288,1589,2367,1589,2367,1524
2744,1470,2744,1597,2839,1597,2839,1470
279,1976,279,2015,316,2015,316,1976
666,1945,666,2032,806,2032,806,1945
1221,1970,1221,2050,1299,2050,1299,1970
1710,1976,1710,2061,1793,2061,1793,1976
2206,1992,2206,2073,2342,2073,2342,1992
2720,1990,2720,2063,2800,2063,2800,1990
