114,342,114,556,333,556,333,342
643,388,643,503,777,503,777,388
1166,316,1166,510,1401,510,1401,316
1803,420,1803,476,1863,476,1863,420
2271,369,2271,599,2502,599,2502,369
2836,410,2836,555,2935,555,2935,410
126,947,126,1115,307,1115,307,947
622,891,622,1128,869,1128,869,891
1280,962,1280,1011,1335,1011,1335,962
1761,977,1761,1097,1893,1097,1893,977
2238,914,2238,1136,2431,1136,2431,914
2813,1027,2813,1073,2871,1073,2871,1027
180,1404,180,1567,297,1567,297,1404
633,1464,633,1609,762,1609,762,1464
1134,1459,1134,1655,1296,1655,1296,1459
1753,1481,1753,1524,1805,1524,1805,1481
2285,1508,2285,1622,2435,1622,2435,1508
2733,1420,2733,1611,2939,1611,2939,1420
248,2018,248,2065,303,2065,303,2018
680,1891,680,2125,877,2125,877,1891
1172,2010,1172,2121,1338,2121,1338,2010
1698,1991,1698,2115,1869,2115,1869,1991
2197,1938,2197,2124,2409,2124,2409,1938
2766,1987,2766,2111,2897,2111,2897,1987
