57,315,57,659,411,659,411,315
702,405,702,567,848,567,848,405
1146,300,1146,618,1399,618,1399,300
1788,449,1788,512,1855,512,1855,449
2184,382,2184,712,2520,712,2520,382
2813,434,2813,578,2960,578,2960,434
102,931,102,1181,443,1181,443,931
582,810,582,1168,897,1168,897,810
1267,980,1267,1037,1326,1037,1326,980
1716,959,1716,1143,1893,1143,1893,959
2137,875,2137,1206,2501,1206,2501,875
2778,1059,2778,1114,2842,1114,2842,1059
140,1391,140,1548,305,1548,305,1391
594,1478,594,1637,818,1637,818,1478
1041,1440,1041,1691,1356,1691,1356,1440
1726,1481,1726,1535,1782,1535,1782,1481
2231,1452,2231,1667,2419,1667,2419,1452
2637,1391,2637,1669,2969,1669,2969,1391
226,2007,226,2065,294,2065,294,2007
567,1825,567,2167,880,2167,880,1825
1158,2012,1158,2175,1357,2175,1357,2012
1644,2000,1644,2175,1844,2175,1844,2000
2149,1844,2149,2174,2463,2174,2463,1844
2729,1992,2729,2160,2874,2160,2874,1992
