210,528,210,822,510,822,510,528
556,194,556,426,795,426,795,194
635,855,635,1048,836,1048,836,855
649,1390,649,1624,867,1624,867,1390
675,1938,675,2161,901,2161,901,1938
1038,168,1038,386,1256,386,1256,168
1148,807,1148,1066,1387,1066,1387,807
1204,1376,1204,1637,1470,1637,1470,1376
1265,1874,1265,2053,1472,2053,1472,1874
1518,113,1518,441,1795,441,1795,113
1540,796,1540,1014,1757,1014,1757,796
1712,1414,1712,1675,1964,1675,1964,1414
1757,1894,1757,2162,2037,2162,2037,1894
2017,126,2017,438,2292,438,2292,126
2086,799,2086,1050,2339,1050,2339,799
2263,1949,2263,2175,2506,2175,2506,1949
2290,1402,2290,1607,2504,1607,2504,1402
2628,760,2628,980,2848,980,2848,760
2659,227,2659,414,2838,414,2838,227
