186,509,186,861,527,861,527,509
541,177,541,438,818,438,818,177
592,825,592,1095,874,1095,874,825
598,1345,598,1671,912,1671,912,1345
624,1884,624,2209,930,2209,930,1884
993,150,993,436,1313,436,1313,150
1073,767,1073,1125,1469,1125,1469,767
1142,1309,1142,1644,1517,1644,1517,1309
1257,1854,1257,2098,1521,2098,1521,1854
1470,101,1470,461,1829,461,1829,101
1462,761,1462,1037,1803,1037,1803,761
1695,1365,1695,1721,2039,1721,2039,1365
1712,1845,1712,2211,2085,2211,2085,1845
1943,89,1943,493,2341,493,2341,89
2029,775,2029,1087,2391,1087,2391,775
2209,1917,2209,2221,2540,2221,2540,1917
2237,1389,2237,1627,2506,1627,2506,1389
2604,744,2604,990,2854,990,2854,744
2600,194,2600,454,2849,454,2849,194
