181,488,181,894,542,894,542,488
518,159,518,457,857,457,857,159
571,811,571,1145,895,1145,895,811
587,1317,587,1687,948,1687,948,1317
626,1866,626,2221,944,2221,944,1866
985,141,985,461,1336,461,1336,141
1068,742,1068,1152,1495,1152,1495,742
1129,1290,1129,1683,1545,1683,1545,1290
1233,1837,1233,2149,1562,2149,1562,1837
1445,95,1445,474,1849,474,1849,95
1440,738,1440,1077,1823,1077,1823,738
1688,1344,1688,1734,2070,1734,2070,1344
1684,1823,1684,2236,2121,2236,2121,1823
1921,79,1921,510,2360,510,2360,79
2010,770,2010,1132,2412,1132,2412,770
2175,1899,2175,2237,2545,2237,2545,1899
2236,1356,2236,1640,2519,1640,2519,1356
2604,734,2604,1009,2882,1009,2882,734
2591,180,2591,472,2862,472,2862,180
