191,503,191,888,541,888,541,503
531,168,531,458,849,458,849,168
577,817,577,1137,892,1137,892,817
594,1328,594,1686,941,1686,941,1328
627,1870,627,2218,944,2218,944,1870
988,141,988,458,1336,458,1336,141
1072,749,1072,1144,1484,1144,1484,749
1133,1298,1133,1666,1539,1666,1539,1298
1248,1845,1248,2139,1556,2139,1556,1845
1457,101,1457,482,1842,482,1842,101
1448,750,1448,1062,1816,1062,1816,750
1692,1350,1692,1731,2058,1731,2058,1350
1695,1829,1695,2228,2114,2228,2114,1829
1926,83,1926,509,2356,509,2356,83
2017,773,2017,1121,2409,1121,2409,773
2182,1908,2182,2235,2551,2235,2551,1908
2230,1368,2230,1638,2516,1638,2516,1368
2602,737,2602,1008,2874,1008,2874,737
2590,188,2590,474,2861,474,2861,188
