199,521,199,849,518,849,518,521
548,190,548,427,809,427,809,190
633,843,633,1067,855,1067,855,843
647,1365,647,1633,890,1633,890,1365
653,1915,653,2178,920,2178,920,1915
1012,164,1012,410,1291,410,1291,164
1120,789,1120,1087,1439,1087,1439,789
1187,1343,1187,1638,1505,1638,1505,1343
1263,1866,1263,2071,1492,2071,1492,1866
1516,110,1516,444,1811,444,1811,110
1509,785,1509,1015,1782,1015,1782,785
1713,1398,1713,1699,2003,1699,2003,1398
1742,1880,1742,2182,2053,2182,2053,1880
1984,118,1984,439,2317,439,2317,118
2054,789,2054,1053,2364,1053,2364,789
2256,1929,2256,2199,2523,2199,2523,1929
2274,1401,2274,1616,2506,1616,2506,1401
2622,752,2622,983,2851,983,2851,752
2634,212,2634,419,2849,419,2849,212
