225,528,225,811,502,811,502,528
581,200,581,415,788,415,788,200
640,864,640,1033,826,1033,826,864
654,1382,654,1606,869,1606,869,1382
698,1934,698,2148,909,2148,909,1934
1045,171,1045,378,1253,378,1253,171
1146,846,1146,1081,1385,1081,1385,846
1208,1371,1208,1624,1462,1624,1462,1371
1271,1874,1271,2063,1467,2063,1467,1874
1529,124,1529,421,1770,421,1770,124
1552,808,1552,1013,1746,1013,1746,808
1716,1412,1716,1650,1957,1650,1957,1412
1770,1890,1770,2143,2004,2143,2004,1890
2018,134,2018,428,2292,428,2292,134
2100,807,2100,1037,2326,1037,2326,807
2267,1953,2267,2172,2489,2172,2489,1953
2293,1395,2293,1582,2494,1582,2494,1395
2622,764,2622,959,2838,959,2838,764
2655,235,2655,406,2813,406,2813,235
