189,510,189,847,523,847,523,510
543,180,543,428,813,428,813,180
611,831,611,1063,865,1063,865,831
613,1354,613,1651,899,1651,899,1354
632,1899,632,2203,926,2203,926,1899
1009,153,1009,420,1299,420,1299,153
1086,773,1086,1113,1455,1113,1455,773
1163,1324,1163,1639,1508,1639,1508,1324
1264,1858,1264,2067,1504,2067,1504,1858
1489,96,1489,444,1818,444,1818,96
1477,772,1477,1029,1792,1029,1792,772
1704,1373,1704,1708,2023,1708,2023,1373
1734,1862,1734,2194,2074,2194,2074,1862
1968,98,1968,462,2334,462,2334,98
2045,781,2045,1068,2378,1068,2378,781
2238,1927,2238,2211,2532,2211,2532,1927
2252,1399,2252,1621,2506,1621,2506,1399
2612,748,2612,985,2854,985,2854,748
2615,198,2615,430,2848,430,2848,198
