213,546,213,822,504,822,504,546
570,206,570,424,790,424,790,206
640,867,640,1044,823,1044,823,867
654,1400,654,1640,867,1640,867,1400
686,1948,686,2161,897,2161,897,1948
1047,182,1047,385,1273,385,1273,182
1158,833,1158,1091,1401,1091,1401,833
1211,1383,1211,1636,1454,1636,1454,1383
1269,1887,1269,2056,1471,2056,1471,1887
1528,132,1528,435,1782,435,1782,132
1556,810,1556,1015,1751,1015,1751,810
1715,1428,1715,1678,1963,1678,1963,1428
1768,1904,1768,2162,2022,2162,2022,1904
2012,134,2012,436,2270,436,2270,134
2097,813,2097,1049,2329,1049,2329,813
2267,1964,2267,2177,2500,2177,2500,1964
2292,1408,2292,1601,2501,1601,2501,1408
2624,771,2624,973,2846,973,2846,771
2651,240,2651,414,2834,414,2834,240
