190,511,190,841,520,841,520,511
548,184,548,428,810,428,810,184
627,836,627,1052,861,1052,861,836
632,1365,632,1635,893,1635,893,1365
637,1906,637,2194,923,2194,923,1906
1021,155,1021,408,1282,408,1282,155
1096,771,1096,1105,1441,1105,1441,771
1181,1337,1181,1639,1500,1639,1500,1337
1264,1860,1264,2052,1485,2052,1485,1860
1498,96,1498,443,1805,443,1805,96
1502,784,1502,1026,1773,1026,1773,784
1710,1381,1710,1698,2014,1698,2014,1381
1745,1882,1745,2177,2063,2177,2063,1882
1990,100,1990,442,2329,442,2329,100
2057,784,2057,1061,2367,1061,2367,784
2258,1938,2258,2203,2525,2203,2525,1938
2270,1398,2270,1618,2506,1618,2506,1398
2614,752,2614,984,2853,984,2853,752
2626,202,2626,421,2850,421,2850,202
